"city","country","roundabout_count"
"Arrawarra","Australia",1
"Arrentela","Portugal",1
"Artarmon","Australia",1
"Artesia","United States",1
"Artëm","Russia",1
"Arundel","Australia",1
"Arvika","Sweden",1
"Ashbourne","Ireland",1
"Ashbrow","United Kingdom",1
"Asheboro","United States",1
"Ashfield","Australia",1
"Ashhurst","New Zealand",1
"Ashton","United States",1
"Ashton-under-Lyne","United Kingdom",1
"Asmundtorp","Sweden",1
"Aspen","United States",1
"Astana","Kazakhstan",1
"Aston Township","United States",1
"Astoria","United States",1
"Astrakhan","Russia",1
"Athelstone","Australia",1
"Atherton","Australia",1
"Atoka","United States",1
"Atton","France",1
"Attwood","Australia",1
"Atwater","United States",1
"Auchengate","United Kingdom",1
"Auchinleck","United Kingdom",1
"Auckland ","New Zealand",1
"Augustine Heights","Australia",1
"Auraria","United States",1
"Avalon","United States",1
"Avanhard","Ukraine",1
"Ave Maria","United States",1
"Avila Beach","United States",1
"Avoca","Australia",1
"Avoca Beach","Australia",1
"Avon Park","United States",1
"Avondale","United States",1
"Avondale Estates","United States",1
"Avonport","Canada",1
"Aycliffe","United Kingdom",1
"Ayden","United States",1
"Ayer","United States",1
"Ayutthaya","Thailand",1
"Azalea Park","United States",1
"Baabda","Lebanon",1
"Babót","Hungary",1
"Backford","United Kingdom",1
"Backworth","United Kingdom",1
"Bad Reichenhall","Germany",1
"Badalona","Spain",1
"Badgerys Creek","Australia",1
"Badhoevedorp","Netherlands",1
"Bagheria","Italy",1
"Bahrs Scrub","Australia",1
"Baia Mare","Romania",1
"Bailleston","United Kingdom",1
"Bainbridge","United States",1
"Baker/Zachary Area","United States",1
"Bakers Creek","Australia",1
"Bakewell","Australia",1
"Baku","Azerbaijan",1
"Balaklava","Australia",1
"Balashikha","Russia",1
"Balatonakarattya","Hungary",1
"Balatonfrkajár","Hungary",1
"Balatonszemes","Hungary",1
"Balcatta","Australia",1
"Balch Springs","United States",1
"Baldwin","United States",1
"Baldwin Park","United States",1
"Balgownie","Australia",1
"Ballarat","Australia",1
"Ballarat Central","Australia",1
"Ballarat East","Australia",1
"Ballston Lake","United States",1
"Ballyard","Ireland",1
"Ballycarroll","Ireland",1
"Ballyshannon","Ireland",1
"Ballywaltrin","Ireland",1
"Balwyn","Australia",1
"Balzac","Canada",1
"Balzers","Liechtenstein",1
"Bamber Bridge","United Kingdom",1
"Banbridge","United Kingdom",1
"Bandar Seri Begawan","Brunei",1
"Bandiana","Australia",1
"Bangalow","Australia",1
"Bani Makadah","Morocco",1
"Banjarmasin Utara","Indonesia",1
"Banjup","Australia",1
"Banks","Australia",1
"Banksia Park","Australia",1
"Bankstown","Australia",1
"Banyo","Australia",1
"Barcs","Hungary",1
"Bardstown","United States",1
"Bargara ","Australia",1
"Baring Cross","United States",1
"Barksdale","United States",1
"Barmera","Australia",1
"Barnawartha","Australia",1
"Barney Point","Australia",1
"Barnhart","United States",1
"Barnsley","Australia",1
"Barrack Heights","Australia",1
"Barrackpur-II","India",1
"Barre","United States",1
"Barros Blancos","Uruguay",1
"Bartlesville","United States",1
"Baryshevskiy","Russia",1
"Bassendean","Australia",1
"Bastelicaccia","France",1
"Bat Yam","Israel",1
"Batam Kota","Indonesia",1
"Batavia","United States",1
"Batchelor","Australia",1
"Batehaven","Australia",1
"Battery Hill","Australia",1
"Battleboro","United States",1
"Battlefield","United Kingdom",1
"Batumi (Georgia)","Georgia",1
"Baulkham Hills","Australia",1
"Bay Shore","United States",1
"Bay View","United States",1
"Baynton","Australia",1
"Bayonne","United States",1
"Baypoint","United States",1
"Baytown","United States",1
"Bayview Heights","Australia",1
"Bačka Topola","Serbia",1
"Beach Park","United States",1
"Beachmere","Australia",1
"Beachport","Australia",1
"Bealeton","United States",1
"Bear Mountain","United States",1
"Bearfield Plaza","United States",1
"Bearsden","United Kingdom",1
"Beaufort","Australia",1
"Beaufort","United States",1
"Beaumont","Australia",1
"Beaver Falls","United States",1
"Bebington","United Kingdom",1
"Beckly","United States",1
"Beechboro","Australia",1
"Beerwah","Australia",1
"Beian","China",1
"Beit Meri","Lebanon",1
"Belconnen","Australia",1
"Beldon","Australia",1
"Belfair","United States",1
"Belfast ","United Kingdom",1
"Belgorod","Russia",1
"Bell Bay","Australia",1
"Bella Vista","Australia",1
"Bella Vista","United States",1
"Bellamack","Australia",1
"Bellerive","Australia",1
"Belleville","Canada",1
"Bellevue","United Kingdom",1
"Bellshill Industrial Estate","United Kingdom",1
"Bellsquarry","United Kingdom",1
"Belmont North","Australia",1
"Belmont Shore","United States",1
"Belovo","Russia",1
"Belrose","Australia",1
"Beltsville","United States",1
"Benjamin Crossing","United States",1
"Benkovac","Croatia",1
"Bennett Springs","Australia",1
"Bensalem","United States",1
"Bentley","Australia",1
"Bentley","United Kingdom",1
"Bentleyville","United States",1
"Benton City","United States",1
"Berettyóúfalu","Hungary",1
"Berlin Township","United States",1
"Bermuda Run","United States",1
"Berri","Australia",1
"Berryton","United States",1
"Berryville","United States",1
"Berthierville","Canada",1
"Berwick","Australia",1
"Bethany Beach","United States",1
"Bethlehem","United States",1
"Bettendorf","United States",1
"Betton","France",1
"Bettystown","Ireland",1
"Beulah","United States",1
"Beuningen","Netherlands",1
"Beverly Hills","United States",1
"Bexley","Australia",1
"Bezirk Frankfurt","Germany",1
"Bhadurpura","India",1
"Bhubaneswar","India",1
"Bibra Lake","Australia",1
"Bickerstaffe","United Kingdom",1
"Biddeford","United States",1
"Bidwell","United States",1
"Bidwill","Australia",1
"Big Stone Gap","United States",1
"Bijeljina","Bosnia and Herzegovina",1
"Bilgola Beach","Australia",1
"Bilingurr","Australia",1
"Billdal","Sweden",1
"Biloela","Australia",1
"Binley Woods","United Kingdom",1
"Binningup ","Australia",1
"Birkirkara (Malta)","Malta",1
"Birmingham","United Kingdom",1
"Birmingham Gardens","Australia",1
"Birtinya","Australia",1
"Bisbee","United States",1
"Bishops Tawton","United Kingdom",1
"Bixby","United States",1
"Biysk","Russia",1
"Bjelovar","Croatia",1
"Björklinge","Sweden",1
"Blackheath","United Kingdom",1
"Blackhorse Ranch South","United States",1
"Blackmans Bay","Australia",1
"Blackrock (Ireland)","Ireland",1
"Blackwall","Australia",1
"Blackwood","Australia",1
"Blaine/Lino Lakes","United States",1
"Blair","United States",1
"Blairsville","United States",1
"Blaxland","Australia",1
"Blomkest","United States",1
"Blotzheim","France",1
"Blowick","United Kingdom",1
"Blue Grass-Pigeon","United States",1
"Blue Hill","United States",1
"Blue Lake","United States",1
"Blue Mountains","Canada",1
"Blue Springs","United States",1
"Bluff Point","Australia",1
"Bluffs","United States",1
"Blythewood","United States",1
"Bnei Dror","Israel",1
"Boardman Township","United States",1
"Bobruysk","Belarus",1
"Bogangar","Australia",1
"Bogganfin","Ireland",1
"Bogside","United Kingdom",1
"Bohle Plains","Australia",1
"Boischatel","Canada",1
"Boise City","United States",1
"Bollstanäs","Sweden",1
"Bolton","United Kingdom",1
"Bombala","Australia",1
"Bondi","Australia",1
"Bonn","Germany",1
"Bonnells Bay","Australia",1
"Bonnyrigg Heights","Australia",1
"Bonnyville No 87","Canada",1
"Bonymaen","United Kingdom",1
"Bonython","Australia",1
"Boolaroo","Australia",1
"Booragul","Australia",1
"Boothbay","United States",1
"Bordentown Township","United States",1
"Borger","United States",1
"Borj Hammoud","Lebanon",1
"Borne","Netherlands",1
"Borovlyanskiy sel'skiy sovet","Belarus",1
"Borrego Springs","United States",1
"Bosanski Šamac","Bosnia and Herzegovina",1
"Boston Spa","United Kingdom",1
"Bostwick","United States",1
"Botanica","United States",1
"Bothell","United States",1
"Bound Brook","United States",1
"Bountiful","United States",1
"Bow Bowing","Australia",1
"Bowling","United Kingdom",1
"Bowral","Australia",1
"Box Hill","Australia",1
"Boyds","United States",1
"Boyne Island","Australia",1
"Brabrand","Denmark",1
"Bracebridge","Canada",1
"Bracebridge Heath","United Kingdom",1
"Bracken Ridge","Australia",1
"Bradashesh","Albania",1
"Bradenton Beach","United States",1
"Bradley Mills","United Kingdom",1
"Bradley Stoke","United Kingdom",1
"Bradwell","United Kingdom",1
"Braeside","Australia",1
"Brahma Lodge","Australia",1
"Braintree Highlands","United States",1
"Brampton","United Kingdom",1
"Brandon","United States",1
"Brandywine","United States",1
"Braniewo","Poland",1
"Brant","Canada",1
"Branxton","Australia",1
"Brassall","Australia",1
"Brattleboro","United States",1
"Bray","Ireland",1
"Bray Park","Australia",1
"Brayton","United States",1
"Breaux Bridge","United States",1
"Brendale","Australia",1
"Brentsville","United States",1
"Brest","Belarus",1
"Brevard","United States",1
"Brewerytown","United States",1
"Briatico","Italy",1
"Bridal Falls","Canada",1
"Bridgetown","United Kingdom",1
"Bridgtown","United Kingdom",1
"Bridlewood","United States",1
"Bridport","Australia",1
"Brienz","Switzerland",1
"Brigantine","United States",1
"Brighouse","United Kingdom",1
"Brighton City","United States",1
"Brighton Heights","United States",1
"Brighton-Le-Sands","Australia",1
"Brightons","United Kingdom",1
"Brights Grove","Canada",1
"Brinkin","Australia",1
"Brisbane ","Australia",1
"Broadmeadow","Australia",1
"Broadmeadows","Australia",1
"Broadwood","Australia",1
"Brockport","United States",1
"Brockton","United States",1
"Bromborough","United Kingdom",1
"Brookshire","United States",1
"Brookwater","Australia",1
"Broomall","United States",1
"Broomhill","United Kingdom",1
"Brorup","Denmark",1
"Brotherton","United Kingdom",1
"Broughty Ferry","United Kingdom",1
"Brown Hill","Australia",1
"Browning","United States",1
"Brownsville","Australia",1
"Broxburn","United Kingdom",1
"Bruck an der Mur","Austria",1
"Bruckmühl","Germany",1
"Brunflo","Sweden",1
"Brunn am Gebirge","Austria",1
"Brunswick East","Australia",1
"Bryn Mawr","United States",1
"Brzeszcze","Poland",1
"Buarcos e São Julião","Portugal",1
"Buccan","Australia",1
"Buckshaw Village","United Kingdom",1
"Buda","United States",1
"Budbrooke","United Kingdom",1
"Buddina","Australia",1
"Budel","Netherlands",1
"Buena Park","United States",1
"Buena Vista","United States",1
"Buenos Aires","Argentina",1
"Bugojno","Bosnia and Herzegovina",1
"Buies Creek","United States",1
"Buinsk","Russia",1
"Buja","Italy",1
"Bujanovac","Serbia",1
"Buje","Croatia",1
"Bulahdelah","Australia",1
"Bulimba","Australia",1
"Bulli","Australia",1
"Bunbury","Australia",1
"Bundaberg","Australia",1
"Bundaberg North","Australia",1
"Bundaberg South","Australia",1
"Bundall","Australia",1
"Bungendore","Australia",1
"Buninyong","Australia",1
"Bunnell","United States",1
"Bunschoten-Spakenburg","Netherlands",1
"Burleigh Waters","Australia",1
"Burley in Wharfedale","United Kingdom",1
"Burlingame","United States",1
"Burlington","Canada",1
"Burnett Heads","Australia",1
"Burnside","United States",1
"Burrill Lake","Australia",1
"Burton Waters","United Kingdom",1
"Busby","Australia",1
"Business & Industrial Park Caesarea","Israel",1
"Butte","United States",1
"Buurmalsen","Netherlands",1
"Buzzards Bay","United States",1
"Bygland","Norway",1
"Béhobie","France",1
"Békéscsaba","Hungary",1
"Cabramatta West","Australia",1
"Cahernamart","Ireland",1
"Cajamarca","Peru",1
"Calabasas","United States",1
"Calais","United States",1
"Caldewgate","United Kingdom",1
"Caldicot","United Kingdom",1
"Caledon","Canada",1
"Calenzano","Italy",1
"Calera","United States",1
"Callaghan","Australia",1
"Callala Bay","Australia",1
"Calmar","Canada",1
"Caloundra West","Australia",1
"Calto","Italy",1
"Calzadilla de Los Barros","Spain",1
"Camanche","United States",1
"Cambridge","United Kingdom",1
"Camelon","United Kingdom",1
"Cameron","United States",1
"Camillus","United States",1
"Camino","United States",1
"Camp Pendleton South","United States",1
"Campbell River","Canada",1
"Campbelltown","United States",1
"Campinas","Brazil",1
"Campton Hills","United States",1
"Camrose County","Canada",1
"Canal Winchester","United States",1
"Cancún","Mexico",1
"Cankaya","Turkey",1
"Canley","United Kingdom",1
"Canley Heights","Australia",1
"Cann River","Australia",1
"Canoa Ranch","United States",1
"Cantonment","United States",1
"Cap-d’Ail","France",1
"Cape May Point","United States",1
"Carabayllo","Peru",1
"Caransebeş","Romania",1
"Caravonica","Australia",1
"Carbonia","Italy",1
"Cardiff","Australia",1
"Cardiff","United Kingdom",1
"Cardigan","Canada",1
"Cardwell","Australia",1
"Carencro","United States",1
"Caribou","United States",1
"Carignan","Canada",1
"Caringbah","Australia",1
"Carl Junction","United States",1
"Carleton","United Kingdom",1
"Carnide","Portugal",1
"Carole Park","Australia",1
"Carpinteria","United States",1
"Carramar","Australia",1
"Carrara","Australia",1
"Carrington","United States",1
"Carseldine","Australia",1
"Carterton","New Zealand",1
"Carterville","United States",1
"Carwoola","Australia",1
"Casal da Boavista de São Gregório","Portugal",1
"Cascade","United States",1
"Casey","Australia",1
"Casnovia","United States",1
"Cassidy","Canada",1
"Castelluccio Inferiore","Italy",1
"Castelmassa","Italy",1
"Castle Douglas","United Kingdom",1
"Castle Hayne","United States",1
"Castle Highlands","United States",1
"Castle Marina","United States",1
"Castletown","Australia",1
"Catania","Italy",1
"Cavan","Ireland",1
"Cavan-Monaghan","Canada",1
"Caves Beach","Australia",1
"Cearfoss","United States",1
"Cebu","Philippines",1
"Cecil Township","United States",1
"Cedar Lake","United States",1
"Cedar Road Corridor","United States",1
"Ceduna","Australia",1
"Cegléd","Hungary",1
"Centennial","United States",1
"Center City","United States",1
"Center Valley","United States",1
"Centerville","United States",1
"Central","United Kingdom",1
"Central City","United States",1
"Central Oahu Regional Park","United States",1
"Central Point","United States",1
"Central Saanich","Canada",1
"Centralville","United States",1
"Cervo","Spain",1
"Cestona","Spain",1
"Chadds Ford","United States",1
"Chakto Mukh","Cambodia",1
"Chalco","United States",1
"Champion Lakes","Australia",1
"Channahon","United States",1
"Chaoyang District","China",1
"Chaparral","United States",1
"Chapel Hill","Australia",1
"Chapel House","United Kingdom",1
"Chapin","United States",1
"Chapman","Australia",1
"Chaptico","United States",1
"Charlemagne","Canada",1
"Charles Sturt University","Australia",1
"Charlestown","United Kingdom",1
"Charlestown","United States",1
"Charlotte Douglas International Airport","United States",1
"Charlottesville City","United States",1
"Charmhaven","Australia",1
"Chaykovskiy","Russia",1
"Chałupki","Poland",1
"Chelan","United States",1
"Chermside West","Australia",1
"Cherokee","United States",1
"Chesapeake Beach","United States",1
"Chesterfield Court House","United States",1
"Chestertown","United States",1
"Chevy Chase","United States",1
"Chicago","United States",1
"Chidlow","Australia",1
"Chifley","Australia",1
"Chillum","United States",1
"China","United States",1
"Chinchilla","Australia",1
"Chinderah","Australia",1
"Chinle","United States",1
"Chino","United States",1
"Chirton","United Kingdom",1
"Chisholm","United States",1
"Chollerford","United Kingdom",1
"Chorrillos","Peru",1
"Christchurch","United Kingdom",1
"Christiansfeld","Denmark",1
"Christie Downs","Australia",1
"Churchbridge","United Kingdom",1
"Churchill","United States",1
"Chuwar","Australia",1
"Chuí","Brazil",1
"Cibola","United States",1
"Cicero","United States",1
"Cirby Side","United States",1
"Circle Pines","United States",1
"Citrus Heights","United States",1
"Ciudad Juárez","Mexico",1
"Ciudad de Holguín","Cuba",1
"Claiborne","United States",1
"Claimont","Canada",1
"Clam Bayou","United States",1
"Clare","United States",1
"Claremorris","Ireland",1
"Clarence Center","United States",1
"Clay","United States",1
"Claycomo","United States",1
"Claymore","Australia",1
"Clayton","Australia",1
"Clearlake Oaks","United States",1
"Clearwater","Canada",1
"Cleikimin","United Kingdom",1
"Clements","United States",1
"Clerwood","United Kingdom",1
"Cleveland ","Australia",1
"Cleves","United States",1
"Clifton Park","United States",1
"Clintwood","United States",1
"Clonbrusk","Ireland",1
"Cloquet","United States",1
"Cluj-Napoca","Romania",1
"Clydebank","United Kingdom",1
"Coatbridge","United Kingdom",1
"Cobalt Business Park","United Kingdom",1
"Cochem","Germany",1
"Cochrane","Canada",1
"Cockeysville","United States",1
"Cockrel Hill","United States",1
"Coconut Creek","United States",1
"Coeur D'Alene","United States",1
"Coeur dAlene","United States",1
"Cohoes","United States",1
"Coimbra","Portugal",1
"Colchester","Canada",1
"Colchester Business Park","United Kingdom",1
"Cold Spring","United States",1
"Coldstream","Australia",1
"Coleraine","United Kingdom",1
"Colfax","United States",1
"Colgate","United States",1
"Collegedale","United States",1
"Collegetown","United States",1
"Collingham","United Kingdom",1
"Collingwood Park","Australia",1
"Collinsville","Australia",1
"Cologna Veneta","Italy",1
"Colon","United States",1
"Colonial Gardens","United States",1
"Colonial Heights","United States",1
"Colts Neck Township","United States",1
"Columbia Heights","United States",1
"Columbiana","United States",1
"Colyton","Australia",1
"Comstock Township","United States",1
"Concord","Australia",1
"Connells Point","Australia",1
"Connewarre","Australia",1
"Consett","United Kingdom",1
"Constanţa","Romania",1
"Contrecoeur","Canada",1
"Converse","United States",1
"Coober Pedy","Australia",1
"Coogee","Australia",1
"Cook","Australia",1
"Cooksville","United States",1
"Cooktown","Australia",1
"Coolangatta","Australia",1
"Coombabah","Australia",1
"Coonabarabran","Australia",1
"Coopersville","United States",1
"Copenhagen","Denmark",1
"Copley Township","United States",1
"Coppell","United States",1
"Coral","United States",1
"Corcoran","United States",1
"Corinth","Greece",1
"Corinth","United States",1
"Corio","Australia",1
"Cork Great (Ireland)","Ireland",1
"Corlăteni","Moldova",1
"Corner Brook","Canada",1
"Corner Canyon","United States",1
"Corning","United States",1
"Cortlandt Manor","United States",1
"Corvallis","United States",1
"Costa de Caparica","Portugal",1
"Costessey","United Kingdom",1
"Council Bluffs","United States",1
"Council Oak","United States",1
"Coundon Gate","United Kingdom",1
"Courtenay","Canada",1
"Courtland","United States",1
"Coventry","United Kingdom",1
"Coves North","United States",1
"Cowaramup","Australia",1
"Cowgate","United Kingdom",1
"Cowichan Lake","Canada",1
"Crafers","Australia",1
"Craigforth","United Kingdom",1
"Craiova","Romania",1
"Cramertown","United States",1
"Cranbourne West","Australia",1
"Cranston","United States",1
"Credit River Township","United States",1
"Crescent City","United States",1
"Crescent Head","Australia",1
"Crestwood","Australia",1
"Cromwell","New Zealand",1
"Crook","United Kingdom",1
"Croom","Australia",1
"Crowley","United States",1
"Crownhill","United Kingdom",1
"Croxdale","United Kingdom",1
"Croydon","Australia",1
"Croydon North","Australia",1
"Cruz Bay","United States",1
"Crystal Springs","United States",1
"Csorna","Hungary",1
"Cuartel V","Argentina",1
"Cullacabardee","Australia",1
"Culloden","United States",1
"Cullowhee","United States",1
"Curl Curl","Australia",1
"Currambine","Australia",1
"Currie","United Kingdom",1
"Currumbin","Australia",1
"Curtin","Australia",1
"Cygnet","Australia",1
"Cylon","United States",1
"Cynthiana","United States",1
"Cypress Reserve","United States",1
"D'Iberville","United States",1
"Dacono","United States",1
"Dagsboro","United States",1
"Daingerfield","United States",1
"Dakabin","Australia",1
"Dakota Dunes","United States",1
"Dakota Ridge","United States",1
"Dale","United States",1
"Dalem","Netherlands",1
"Daleville","United States",1
"Daleys Point","Australia",1
"Dalgety Bay","United Kingdom",1
"Dalkeith","Australia",1
"Dallas","Australia",1
"Dalton Gardens","United States",1
"Dalton-le-Dale","United Kingdom",1
"Dandenong North","Australia",1
"Dandenong South","Australia",1
"Danderhall","United Kingdom",1
"Daniel Island","United States",1
"Dannevirke","New Zealand",1
"Danvers","United States",1
"Darfield","United Kingdom",1
"Darley Abbey","United Kingdom",1
"Darlington","United States",1
"Darmstadt","Germany",1
"Darnestown","United States",1
"Dartmouth","Canada",1
"Daugavpils","Latvia",1
"Davistown","Australia",1
"Davyhulme West","United Kingdom",1
"Dawdon","United Kingdom",1
"Dawson Creek","Canada",1
"Dayton","Australia",1
"De Engel","Netherlands",1
"De Graff","United States",1
"De Soto","United States",1
"DeLand","United States",1
"DeSoto","United States",1
"DeWitt","United States",1
"Deale","United States",1
"Deanshanger","United Kingdom",1
"Dee Why","Australia",1
"Deebing Heights","Australia",1
"Deer Valley","United States",1
"Deest","Netherlands",1
"Deforest","United States",1
"Del Mar","United States",1
"Del Mar Hills","United States",1
"Del Rey Oaks","United States",1
"Del-Aire Golf Club","United States",1
"Delacombe","Australia",1
"Delafield","United States",1
"Delaney Park","United States",1
"Delaware Water Gap","United States",1
"Deloraine","Australia",1
"Delta Township","United States",1
"Deming","United States",1
"Den Hoorn","Netherlands",1
"Denali National Park","United States",1
"Denmark","Australia",1
"Denmark","United States",1
"Dennis","United States",1
"Denton","United Kingdom",1
"Deptford","United States",1
"Derry","United States",1
"Derventa","Bosnia and Herzegovina",1
"Des Moines","United States",1
"Des Plaines","United States",1
"Deutschkreutz","Austria",1
"Deva","Romania",1
"Devon Meadows","Australia",1
"Devonshire","Bermuda",1
"Dexter","United States",1
"Diamond Beach","Australia",1
"Diest","Belgium",1
"Digby","Canada",1
"Dillon","United States",1
"Dimboola","Australia",1
"Dimondale","United States",1
"Dingley Village","Australia",1
"Dinmore","Australia",1
"Divača","Slovenia",1
"Divnogorsk","Russia",1
"Dnipro","Ukraine",1
"Doboj","Bosnia and Herzegovina",1
"Dock Acres","United Kingdom",1
"Dodgeville","United States",1
"Dokka","Norway",1
"Dolo","Italy",1
"Doncaster East","Australia",1
"Donelson","United States",1
"Donetsk","Ukraine",1
"Dongan District","China",1
"Dongara","Australia",1
"Dorval","Canada",1
"Dos Hermanas","Spain",1
"Dotsero","United States",1
"Dourdan","France",1
"Dove Mountain Resort","United States",1
"Dover","United Kingdom",1
"Doveton","Australia",1
"Dovre","Norway",1
"Downer","Australia",1
"Downtown Akron","United States",1
"Dragør","Denmark",1
"Drayton","Australia",1
"Drayton","United Kingdom",1
"Dresden","Germany",1
"Driel","Netherlands",1
"Driftwood","United States",1
"Drighlington","United Kingdom",1
"Drimmelen","Netherlands",1
"Droylsden","United Kingdom",1
"Drumchapel & Anniesland","United Kingdom",1
"Drumcondra ","Australia",1
"Drummondville","Canada",1
"Druskininkai","Lithuania",1
"Dulaney Forest","United States",1
"Dulwich Hill","Australia",1
"Dumbarton","United Kingdom",1
"Dumfries","United States",1
"Dumont / Cresskill","United States",1
"Dunaharaszti","Hungary",1
"Dunbar","United Kingdom",1
"Dunboyne","Ireland",1
"Dundalk","United States",1
"Dundas","Canada",1
"Dunedin","United States",1
"Dunfermline","United Kingdom",1
"Dungannon","United Kingdom",1
"Dunkirk","United States",1
"Dunn","United States",1
"Dunn's Marsh","United States",1
"Duquesne","United States",1
"Duquesne Place","United States",1
"Durack","Australia",1
"Duson","United States",1
"Dyersville","United States",1
"Dzhankoy","Ukraine",1
"Dzierżoniów","Poland",1
"Dąbrowa Górnicza","Poland",1
"Dębe","Poland",1
"Eagle Creek","United States",1
"Eagle Farm","Australia",1
"Eagleby","Australia",1
"Eaglescliffe","United Kingdom",1
"Earlville","Australia",1
"Earlysville","United States",1
"Earsdon","United Kingdom",1
"East Amherst","United States",1
"East Aurora","United States",1
"East Bendigo","Australia",1
"East Boston","United States",1
"East Bunbury","Australia",1
"East Central","United States",1
"East Elmhurst","United States",1
"East Fishkill","United States",1
"East Gosford","Australia",1
"East Greenwich","United States",1
"East Hampton","United States",1
"East Hanover","United States",1
"East Harwich","United States",1
"East Helena","United States",1
"East Hempfield Township","United States",1
"East Herrington","United Kingdom",1
"East Hills","Australia",1
"East Innisfail","Australia",1
"East Little Rock","United States",1
"East Longmeadow","United States",1
"East Massapequa","United States",1
"East Memphis","United States",1
"East Ord","United Kingdom",1
"East Parkside","United States",1
"East Peoria","United States",1
"East Point","United States",1
"East Side","United States",1
"East Sparta","United States",1
"East Tamworth","Australia",1
"East Wagga Wagga","Australia",1
"East Whiteland Township","United States",1
"Eastern Creek","Australia",1
"Eastham","United States",1
"Easthampton","United States",1
"Eaton","United States",1
"Ecclesfield","United Kingdom",1
"Echarlens","Switzerland",1
"Ecser","Hungary",1
"Eden Hill","Australia",1
"Eden Isle","United States",1
"Edendale","New Zealand",1
"Edenthorpe","United Kingdom",1
"Edgbaston","United Kingdom",1
"Edgewater","Australia",1
"Edgewood","United States",1
"Edgewood Park","United States",1
"Edgeworth","Australia",1
"Edinburgh","Australia",1
"Edinburgh Castle","United Kingdom",1
"Edinburgh Park","United Kingdom",1
"Edmond","United States",1
"Edmondson Park","Australia",1
"Edmundston","Canada",1
"Edsbro","Sweden",1
"Edwardsburg","United States",1
"Egg Buckland","United Kingdom",1
"Egg Harbor","United States",1
"Eidskog","Norway",1
"Eimeo ","Australia",1
"Ein Carmel","Israel",1
"Ein Tzurim","Israel",1
"Eiras","Portugal",1
"Eisenhower East","United States",1
"El Cajon","United States",1
"El Jebel","United States",1
"El Masnou","Spain",1
"El Tanque","Spain",1
"Elanora Heights","Australia",1
"Eleebana","Australia",1
"Elefsina","Greece",1
"Elektrostal","Russia",1
"Elermore Vale","Australia",1
"Elgóibar","Spain",1
"Elizabeth","Australia",1
"Elizabeth Grove","Australia",1
"Elizabeth Hills","Australia",1
"Elizabeth North","Australia",1
"Elizabeth Park","Australia",1
"Elk Ridge","United States",1
"Elko","United States",1
"Elko New Market","United States",1
"Ellet","United States",1
"Ellijay","United States",1
"Ellington","United States",1
"Elm Springs","United States",1
"Elmer","United States",1
"Elmsford","United States",1
"Emek Hefer Industrial Park","Israel",1
"Emerald","Australia",1
"Emerson Valley","United Kingdom",1
"Emerton","Australia",1
"Emu Park","Australia",1
"Emu Plains","Australia",1
"Engelen","Netherlands",1
"Engelwood","United States",1
"English Turn","United States",1
"Enniscorthy","Ireland",1
"Enoch","United States",1
"Enterprise","United States",1
"Enumclaw","United States",1
"Ephrata","United States",1
"Epping","Australia",1
"Erina Heights","Australia",1
"Erith","United Kingdom",1
"Erskine Park","Australia",1
"Ervalla","Sweden",1
"Erwin","United States",1
"Escanaba","United States",1
"Eschol Park","Australia",1
"Essex","Canada",1
"Est","Netherlands",1
"Estates of Auburndale","United States",1
"Estes Park","United States",1
"Estremoz","Portugal",1
"Estuary at Grey Oaks","United States",1
"Ettalong Beach","Australia",1
"Euless","United States",1
"Eunanoreenya","Australia",1
"Eureka","New Zealand",1
"Euroa","Australia",1
"Evans Head","Australia",1
"Evanston","Australia",1
"Everson","United States",1
"Ewa Beach","United States",1
"Ewa Gentry","United States",1
"Excelsior","United States",1
"Factoryville","United States",1
"Fadden","Australia",1
"Fairfax","United States",1
"Fairview Heights","United States",1
"Fairview Township","United States",1
"Fairy Bower","Australia",1
"Falcon","United States",1
"Falkirk","United Kingdom",1
"Fall City","United States",1
"Fall River","Canada",1
"Fallowfield","United Kingdom",1
"Falmouth","United States",1
"Falsterbo","Sweden",1
"Farmingdale","United States",1
"Farmville","United States",1
"Farnborough","Australia",1
"Farnham","Canada",1
"Farningham","United Kingdom",1
"Farnworth","United Kingdom",1
"Farrankelly","Ireland",1
"Farsta","Sweden",1
"Farum","Denmark",1
"Fayettevile","United States",1
"Fearnhead","United Kingdom",1
"Federalsburg","United States",1
"Feldkirchen bei Graz","Austria",1
"Felthorpe","United Kingdom",1
"Fenton","United States",1
"Fergus Falls","United States",1
"Ferguson","United States",1
"Ferguson Township","United States",1
"Fermanagh Township","United States",1
"Fernley","United States",1
"Ferny Hills","Australia",1
"Festus","United States",1
"Fiddler's Creek","United States",1
"Fielding","New Zealand",1
"Fieldston","United States",1
"Fife","United Kingdom",1
"Fife","United States",1
"Fife Lake","United States",1
"Figueres","Spain",1
"Filton","United Kingdom",1
"Findlay Township","United States",1
"Fir Tree","United Kingdom",1
"Fisherman Flats","United States",1
"Five Corners","United States",1
"Five Mile Prairie","United States",1
"Flekkefjord","Norway",1
"Fleming","United States",1
"Fleming Island","United States",1
"Flinders View","Australia",1
"Flint","United States",1
"Flint Hill","United States",1
"Flintstone","United States",1
"Floraville","Australia",1
"Floreat","Australia",1
"Floriana (Malta)","Malta",1
"Florida Center","United States",1
"Florida City","United States",1
"Florissant","United States",1
"Floyds Knobs","United States",1
"Foleshill","United Kingdom",1
"Forde","Australia",1
"Forest Glenn of Naples","United States",1
